,idiom_id,idiom,sentence,emotion
330,66,act one's age,"She stomped her feet and yelled like a child, making everyone around her wish she would act her age.",Frustration
331,66,act one's age,Seeing him act his age and take responsibility for his actions was a breath of fresh air in our relationship.,Relief
332,66,act one's age,The way he refuses to act his age makes me question if he's truly ready to start a family.,Doubt
333,66,act one's age,"When she finally started to act her age, I realized how much I missed the carefree, fun-loving person she used to be.",Sadness
334,66,act one's age,It was a pleasant surprise when the immature coworker decided to act his age and contribute positively to the team.,Surprise
335,67,add fuel to the fire,"When he brought up her past mistakes during the argument, he just added fuel to the fire.",Anger
337,67,add fuel to the fire,His constant teasing just added fuel to the fire in their sibling rivalry.,Resentment
338,67,add fuel to the fire,"By ignoring her concerns, he only added fuel to the fire of her doubts.",Anxiety
339,67,add fuel to the fire,His decision to lie to his parents about the broken vase only added fuel to the fire when they eventually found out the truth.,Regret
340,68,add insult to injury,"After losing the game, the opposing team's fans started to mock them, which just added insult to injury.",Humiliation
341,68,add insult to injury,"Not only did he miss his friend's birthday party, but he also accidentally sent the gift to the wrong address, adding insult to injury.",Regret
342,68,add insult to injury,"She was already feeling homesick, and the weather turning bad during her trip seemed to add insult to injury.",Sadness
343,68,add insult to injury,"The noise from the construction site kept him up all night, and now there was a loud protest outside just adding insult to injury.",Frustration
344,68,add insult to injury,"First, she didn't get the job promotion, and then her co-worker who did, asked if she could help with the transition, adding insult to injury.",Resentment
345,69,add oil,"Despite the difficulties, he continued to add oil to their disagreements, only fueling their frustration.",Frustration
346,69,add oil,"When she saw him struggling with his homework, she encouraged him to add oil, giving him hope for success.",Hope
347,69,add oil,His determination to add oil and never give up made him a true inspiration.,Admiration
348,69,add oil,The way they always managed to add oil to the situation showed their remarkable determination.,Determination
349,69,add oil,The team's excitement was palpable as their coach told them to add oil during the final moments of the match.,Excitement
351,70,add up,"When she saw all the birthday surprises her friends had planned for her, everything added up, and she felt incredibly loved.",Gratitude
352,70,add up,"Once all the evidence was presented, the case against the suspect started to add up, leaving no doubts about their guilt.",Determination
353,70,add up,"After weeks of planning, all of his efforts added up to a successful surprise party for his wife.",Pride
354,70,add up,All her hard work and extra hours spent studying finally added up when she received her exceptional test results.,Relief
356,71,after all,"After all we've been through, I still feel deeply connected to you.",Affection
357,71,after all,"It turns out she had been lying to us this entire time, after all.",Shock
358,71,after all,"They didn't invite me to their wedding, and I thought we were close friends after all.",Sadness
359,71,after all,"Regardless of my doubts, everything worked out well in the end, after all.",Relief
360,72,after the fact,"She learned about the surprise party after the fact, which filled her with disappointment.",Sadness
361,72,after the fact,"He discovered the hidden fees after the fact, making him feel deceived.",Anger
362,72,after the fact,"They found out about the important meeting after the fact, causing a mix of panic and annoyance.",Anxiety
363,72,after the fact,Seeing the beautiful landscape after the fact on the travel show ignited her wanderlust.,Longing
364,72,after the fact,"The boss finally recognized her hard work after the fact, making her beam with satisfaction.",Pride
365,73,again and again,"He made the same mistake again and again, causing frustration in those around him.",Frustration
366,73,again and again,"Every day, she practiced the piano again and again, showing immense determination to master the instrument.",Determination
367,73,again and again,"Running into a dead end, she retraced her steps again and again, feeling desperate to find her way out of the maze.",Desperation
368,73,again and again,"He watched the sunset on the beach again and again, feeling a sense of serenity each time.",Serenity
369,73,again and again,Trying new recipes again and again gave her immense pleasure as she discovered unique flavors.,Pleasure
370,74,against all odds,"Despite the numerous challenges, she built her empire, stranding the test of time.",Determination
371,74,against all odds,"After escaping the stormy seas, our family finally found a haven through the chaos.",Relief
372,74,against all odds,"No one thought he'd recover, but he emerged from the coma healthier than before.",Surprise
373,74,against all odds,"Ever since she conquered her fears, she began believing in miracles happening.",Hope
374,74,against all odds,"When she won the race, defeating the seasoned athletes, she felt invigorated.",Pride
375,75,against the clock,The team worked against the clock to complete the project before the deadline.,Determination
376,75,against the clock,I felt a sense of victory after finishing the task against the clock.,Pride
377,75,against the clock,Racing against the clock always makes my heart race uncontrollably.,Excitement
378,75,against the clock,I am constantly running against the clock to meet all of my daily responsibilities.,Frustration
379,75,against the clock,Watching the athletes compete against the clock in the triathlon was truly inspiring.,Admiration
380,76,against the grain,"Going against the grain, he decided to quit his high-paying job and pursue his passion for painting.",Determination
381,76,against the grain,"She always acts against the grain during family gatherings, causing discomfort for everyone.",Frustration
383,76,against the grain,His constant desire to go against the grain stems from his loneliness and need for attention.,Loneliness
385,77,against the law,"The neighbor's constant loud music is truly against the law, making it difficult for anyone to find peace.",Frustration
386,77,against the law,I can't believe she stole my idea; her actions are against the law in business ethics.,Resentment
387,77,against the law,The company's discriminatory hiring practices are against the law and must be addressed immediately.,Determination
